object_number,platform_raw_first,platform_norm,title_primary,title_norm,title_norm_source,title_aliases,region_norm,language_norm,media_norm,edition_key,edition_id
34752,Nintendo Super Famicom,SFC,Disney's The Lion King,Disney's The Lion King,primary_ascii,ライオンキング,NTSC-J,ja,cartridge,SFC | Disney's The Lion King | NTSC-J | ja | cartridge,6784e82512b1edad
34753,Nintendo Super Famicom,SFC,Galaxy Wars,Galaxy Wars,primary_ascii,ギャラクシーウォーズ,NTSC-J,ja,cartridge,SFC | Galaxy Wars | NTSC-J | ja | cartridge,677e372ef8949afd
34757,Nintendo Super Famicom,SFC,Toruneko no Daibouken Fushigi no Dungeon,Toruneko no Daibouken Fushigi no Dungeon,primary_ascii,トルネコの大冒険 不思議のダンジョン|Torneko's Great Adventure,NTSC-J,ja,cartridge,SFC | Toruneko no Daibouken Fushigi no Dungeon | NTSC-J | ja | cartridge,cbe459eb60615a8b
34758,Nintendo Super Famicom,SFC,Wolverine,Wolverine,primary_ascii,ウルヴァリン|Wolverine Adamantium Rage,NTSC-J,ja,cartridge,SFC | Wolverine | NTSC-J | ja | cartridge,9f26ce5855b25c08
34759,Nintendo Super Famicom,SFC,Winning Post,Winning Post,primary_ascii,ウイニングポスト,NTSC-J,ja,cartridge,SFC | Winning Post | NTSC-J | ja | cartridge,3516ab72e04f2f92
34769,Nintendo Super Famicom,SFC,StarFox,StarFox,primary_ascii,スターフォックス|Star Fox|Starwing,NTSC-J,ja,cartridge,SFC | StarFox | NTSC-J | ja | cartridge,a47c6610769b402e
34775,Nintendo Super Famicom,SFC,Kachou Shima Kousaku Super Business Adventure,Kachou Shima Kousaku Super Business Adventure,primary_ascii,課長 島 耕作 スーパービジネスアドベンチャー,NTSC-J,ja,cartridge,SFC | Kachou Shima Kousaku Super Business Adventure | NTSC-J | ja | cartridge,71c5f54034e88d18
34779,Nintendo Super Famicom,SFC,Kunio-kun no Dodge Ball dayo Zenin Shuugou!,Kunio-kun no Dodge Ball dayo Zenin Shuugou!,primary_ascii,くにおくんのドッジボールだよ 全員集合！,NTSC-J,ja,cartridge,SFC | Kunio-kun no Dodge Ball dayo Zenin Shuugou! | NTSC-J | ja | cartridge,af065d04bcb94047
34780,Nintendo Super Famicom,SFC,Lode Runner Twin Justy to Liberty no Daibouken,Lode Runner Twin Justy to Liberty no Daibouken,primary_ascii,ツイン ロードランナー Twin ジャスティとリバティの大冒険,NTSC-J,ja,cartridge,SFC | Lode Runner Twin Justy to Liberty no Daibouken | NTSC-J | ja | cartridge,69fcebcb6c65baec
34781,Nintendo Super Famicom,SFC,Sanrio Shanghai,Sanrio Shanghai,primary_ascii,サンリオ上海,NTSC-J,ja,cartridge,SFC | Sanrio Shanghai | NTSC-J | ja | cartridge,69acb0d7ce460646
34782,Nintendo Super Famicom,SFC,Doraemon 3 Nobita to Toki no Hougyoku,Doraemon 3 Nobita to Toki no Hougyoku,primary_ascii,ドラえもん3 のび太と時の宝玉,NTSC-J,ja,cartridge,SFC | Doraemon 3 Nobita to Toki no Hougyoku | NTSC-J | ja | cartridge,7ca7bb7ad4b238fd
34783,Nintendo Super Famicom,SFC,Dossun! Ganseki Battle,Dossun! Ganseki Battle,primary_ascii,どっすん！岩石バトル,NTSC-J,ja,cartridge,SFC | Dossun! Ganseki Battle | NTSC-J | ja | cartridge,669dfb9979d91866
34784,Nintendo Super Famicom,SFC,Monster Maker Kids Ousama ni Naritai,Monster Maker Kids Ousama ni Naritai,primary_ascii,モンスターメーカーキッズ 王様になりたい,NTSC-J,ja,cartridge,SFC | Monster Maker Kids Ousama ni Naritai | NTSC-J | ja | cartridge,1bbb99b658906c2d
34785,Nintendo Super Famicom,SFC,Saibara Reiko no Mahjong Hourouki,Saibara Reiko no Mahjong Hourouki,primary_ascii,さいばらりえこの まあじゃんほうろうき,NTSC-J,ja,cartridge,SFC | Saibara Reiko no Mahjong Hourouki | NTSC-J | ja | cartridge,2b2199b1a6ea2415
34786,Nintendo Super Famicom,SFC,Kentou-Ou World Champion,Kentou-Ou World Champion,primary_ascii,拳闘王 ワールドチャンピオン|TKO Super Championship Boxing,NTSC-J,ja,cartridge,SFC | Kentou-Ou World Champion | NTSC-J | ja | cartridge,3a172953b5058879
34787,Nintendo Super Famicom,SFC,Sotsugyou Bangai Hen Nee Mahjong Shiyo!,Sotsugyou Bangai Hen Nee Mahjong Shiyo!,primary_ascii,卒業番外篇 ねぇ麻雀しよ！,NTSC-J,ja,cartridge,SFC | Sotsugyou Bangai Hen Nee Mahjong Shiyo! | NTSC-J | ja | cartridge,4c251ff6cd5b5eb6
34788,Nintendo Super Famicom,SFC,Hisshou Pachi-Slot Fun,Hisshou Pachi-Slot Fun,primary_ascii,必勝パチスロファン,NTSC-J,ja,cartridge,SFC | Hisshou Pachi-Slot Fun | NTSC-J | ja | cartridge,60b7355c0911fea3
34792,Nintendo Super Famicom,SFC,Takahashi Meijin no Daibouken Shima II,Takahashi Meijin no Daibouken Shima II,primary_ascii,高橋名人の大冒険島II|Super Adventure Island II,NTSC-J,ja,cartridge,SFC | Takahashi Meijin no Daibouken Shima II | NTSC-J | ja | cartridge,95c83e57fc1b4443
34793,Nintendo Super Famicom,SFC,Pachi-Slot Love Story,Pachi-Slot Love Story,primary_ascii,ラブストーリー パチスロ,NTSC-J,ja,cartridge,SFC | Pachi-Slot Love Story | NTSC-J | ja | cartridge,4a1f3437548a6bdf
34794,Nintendo Super Famicom,SFC,Dai 3 Ji Super Robot Taisen,Dai 3 Ji Super Robot Taisen,primary_ascii,第3次 スーパーロボット大戦,NTSC-J,ja,cartridge,SFC | Dai 3 Ji Super Robot Taisen | NTSC-J | ja | cartridge,193cc1598a2d16cd
34795,Nintendo Super Famicom,SFC,Human Baseball,Human Baseball,primary_ascii,ヒューマンベースボール,NTSC-J,ja,cartridge,SFC | Human Baseball | NTSC-J | ja | cartridge,d0455fbf487b86c5
34796,Nintendo Super Famicom,SFC,World Heroes,World Heroes,primary_ascii,ワールドヒーローズ,NTSC-J,ja,cartridge,SFC | World Heroes | NTSC-J | ja | cartridge,6a420c109206f290
34797,Nintendo Super Famicom,SFC,Ruins of Illvanian Illvanian no Shiro,Ruins of Illvanian Illvanian no Shiro,primary_ascii,Ruins of Illvanian イルバニアンの城,NTSC-J,ja,cartridge,SFC | Ruins of Illvanian Illvanian no Shiro | NTSC-J | ja | cartridge,734d200b451bc38a
34800,Nintendo Super Famicom,SFC,Bishoujo Janshi Suchii-Pie,Bishoujo Janshi Suchii-Pie,primary_ascii,美少女雀士スーチーパイ,NTSC-J,ja,cartridge,SFC | Bishoujo Janshi Suchii-Pie | NTSC-J | ja | cartridge,7086a2f69b127c80
34801,Nintendo Super Famicom,SFC,Wakataka Oozumo Yume no Kyoudai Taiketsu,Wakataka Oozumo Yume no Kyoudai Taiketsu,primary_ascii,若貴大相撲 夢の兄弟対決,NTSC-J,ja,cartridge,SFC | Wakataka Oozumo Yume no Kyoudai Taiketsu | NTSC-J | ja | cartridge,7f2f501dbd38b9e5
34803,Nintendo Super Famicom,SFC,F-15 Super Strike Eagle,F-15 Super Strike Eagle,primary_ascii,F-15 スパーストライクイーグル|Super Strike Eagle,NTSC-J,ja,cartridge,SFC | F-15 Super Strike Eagle | NTSC-J | ja | cartridge,0743109206847fc0
34804,Nintendo Super Famicom,SFC,Thoroughbred Breeder,Thoroughbred Breeder,primary_ascii,サラブレッドブリーダー,NTSC-J,ja,cartridge,SFC | Thoroughbred Breeder | NTSC-J | ja | cartridge,40a1d70fd0fd2434
34806,Nintendo Super Famicom,SFC,Mother 2 Giigu no Gyakushuu,Mother 2 Giigu no Gyakushuu,primary_ascii,マザー2 ギーグの逆襲|EarthBound,NTSC-J,ja,cartridge,SFC | Mother 2 Giigu no Gyakushuu | NTSC-J | ja | cartridge,da2a3c76d899e315
34807,Nintendo Super Famicom,SFC,Dragon Ball Z Super Butouden 3,Dragon Ball Z Super Butouden 3,primary_ascii,ドラゴンボールZ 超武闘伝3,NTSC-J,ja,cartridge,SFC | Dragon Ball Z Super Butouden 3 | NTSC-J | ja | cartridge,ab8b0270931ef48e
34808,Nintendo Super Famicom,SFC,Suzuka 8 Hours,Suzuka 8 Hours,primary_ascii,スズカエイトアワーズ,NTSC-J,ja,cartridge,SFC | Suzuka 8 Hours | NTSC-J | ja | cartridge,30c83d893957ba24
34810,Nintendo Super Famicom,SFC,Super Nobunaga no Yabou Zen Koku Ban,Super Nobunaga no Yabou Zen Koku Ban,primary_ascii,スーパー信長の野望 全・国・版|Nobunaga's Ambition,NTSC-J,ja,cartridge,SFC | Super Nobunaga no Yabou Zen Koku Ban | NTSC-J | ja | cartridge,b432fcadfd147a72
34817,Nintendo Super Famicom,SFC,Jikkyou Powerful Pro Yakyuu 2,Jikkyou Powerful Pro Yakyuu 2,primary_ascii,実況パワフルプロ野球2,NTSC-J,ja,cartridge,SFC | Jikkyou Powerful Pro Yakyuu 2 | NTSC-J | ja | cartridge,ba20bcbe0661493a
34818,Nintendo Super Famicom,SFC,Super Drakkhen,Super Drakkhen,primary_ascii,スーパードラッケン,NTSC-J,ja,cartridge,SFC | Super Drakkhen | NTSC-J | ja | cartridge,22815d14d8356349
34819,Nintendo Super Famicom,SFC,Ranma 1/2 Akanekodan Teki Hihou,Ranma 1/2 Akanekodan Teki Hihou,primary_ascii,らんま1|2 朱猫団的秘宝,NTSC-J,ja,cartridge,SFC | Ranma 1/2 Akanekodan Teki Hihou | NTSC-J | ja | cartridge,b9f7b4e96ace14f1
34820,Nintendo Super Famicom,SFC,Daikaijuu Monogatari,Daikaijuu Monogatari,primary_ascii,大貝獣物語,NTSC-J,ja,cartridge,SFC | Daikaijuu Monogatari | NTSC-J | ja | cartridge,6861e8040cc4dccc
34821,Nintendo Super Famicom,SFC,Super Valis Akaki Tsuki no Otome,Super Valis Akaki Tsuki no Otome,primary_ascii,スーパーヴァリス 赤き月の乙女,NTSC-J,ja,cartridge,SFC | Super Valis Akaki Tsuki no Otome | NTSC-J | ja | cartridge,46619fa062cf9830
34822,Nintendo Super Famicom,SFC,Popful Mail,Popful Mail,primary_ascii,ぽっぷるメイル|Popful Mail Magical Fantasy Adventure,NTSC-J,ja,cartridge,SFC | Popful Mail | NTSC-J | ja | cartridge,75fb3ab0544b0fd3
34823,Nintendo Super Famicom,SFC,Final Fantasy V,Final Fantasy V,primary_ascii,ファイナルファンタジーV|Final Fantasy 5,NTSC-J,ja,cartridge,SFC | Final Fantasy V | NTSC-J | ja | cartridge,ac435bf010c8df3a
34824,Nintendo Super Famicom,SFC,Hyper Zone,Hyper Zone,primary_ascii,ハイパーゾーン,NTSC-J,ja,cartridge,SFC | Hyper Zone | NTSC-J | ja | cartridge,0f361909a392cce6
34825,Nintendo Super Famicom,SFC,Ys Wanderers from Ys,Ys Wanderers from Ys,primary_ascii,ワンダラーズ フロム イース|Ys III Wanderers from Ys|Ys 3 Wanderers from Ys,NTSC-J,ja,cartridge,SFC | Ys Wanderers from Ys | NTSC-J | ja | cartridge,f1d4456879938cb4
34826,Nintendo Super Famicom,SFC,GP-1 RS Rapid Stream,GP-1 RS Rapid Stream,primary_ascii,GP-1 Part II,NTSC-J,ja,cartridge,SFC | GP-1 RS Rapid Stream | NTSC-J | ja | cartridge,efd65c85f121e443
34827,Nintendo Super Famicom,SFC,Ultra Seven,Ultra Seven,primary_ascii,ウルトラセブン,NTSC-J,ja,cartridge,SFC | Ultra Seven | NTSC-J | ja | cartridge,222680def6c97b7f
34829,Nintendo Super Famicom,SFC,Pro Yakyuu Nettou Puzzle Stadium,Pro Yakyuu Nettou Puzzle Stadium,primary_ascii,プロ野球熱闘ぱずるスタジアム,NTSC-J,ja,cartridge,SFC | Pro Yakyuu Nettou Puzzle Stadium | NTSC-J | ja | cartridge,fb0c729d91e725c7
34830,Nintendo Super Famicom,SFC,Ranma 1/2 Chounai Gekitou Hen,Ranma 1/2 Chounai Gekitou Hen,primary_ascii,らんま1|2 町内激闘篇,NTSC-J,ja,cartridge,SFC | Ranma 1/2 Chounai Gekitou Hen | NTSC-J | ja | cartridge,95ef8963cff5f7e6
34833,Nintendo Super Famicom,SFC,Shin Nippon Pro Wrestling Chou Senshi in Tokyo Dome Fantastic Story,Shin Nippon Pro Wrestling Chou Senshi in Tokyo Dome Fantastic Story,primary_ascii,新日本プロレスリング 超戦士 IN 闘強導夢 Fantastic Story,NTSC-J,ja,cartridge,SFC | Shin Nippon Pro Wrestling Chou Senshi in Tokyo Dome Fantastic Story | NTSC-J | ja | cartridge,a82eac34c6a2404b
34834,Nintendo Super Famicom,SFC,Destructive,Destructive,primary_ascii,デストラクティブ|Bazooka Blitzkrieg,NTSC-J,ja,cartridge,SFC | Destructive | NTSC-J | ja | cartridge,339a059a01561f76
34835,Nintendo Super Famicom,SFC,Yam Yam,Yam Yam,primary_ascii,ヤムヤム|Yamu Yamu,NTSC-J,ja,cartridge,SFC | Yam Yam | NTSC-J | ja | cartridge,5314a0b38bd076a2
34836,Nintendo Super Famicom,SFC,Lethal Enforcers,Lethal Enforcers,primary_ascii,リーサルエンフォーサーズ,NTSC-J,ja,cartridge,SFC | Lethal Enforcers | NTSC-J | ja | cartridge,7c1c1366823a0674
34837,Nintendo Super Famicom,SFC,Mario Paint,Mario Paint,primary_ascii,マリオペイント,NTSC-J,ja,cartridge,SFC | Mario Paint | NTSC-J | ja | cartridge,67e2a9be4c80cae0
34838,Nintendo Super Famicom,SFC,Mini Yonku Shining Scorpion Ready & Go!!,Mini Yonku Shining Scorpion Ready & Go!!,primary_ascii,ミニ四駆 シャイニング スコーピオン レッツ＆ゴー！！|限定,NTSC-J,ja,cartridge,SFC | Mini Yonku Shining Scorpion Ready & Go!! | NTSC-J | ja | cartridge,098845171a532c39
35370,Nintendo Super Famicom,SFC,Gunforce Battle Fire Engulfed Terror Island,Gunforce Battle Fire Engulfed Terror Island,primary_ascii,ガンフォース,NTSC-J,ja,cartridge,SFC | Gunforce Battle Fire Engulfed Terror Island | NTSC-J | ja | cartridge,6d99d3ee4c59bace
35371,Nintendo Super Famicom,SFC,Shodan Morita Shougi,Shodan Morita Shougi,primary_ascii,初段 森田将棋,NTSC-J,ja,cartridge,SFC | Shodan Morita Shougi | NTSC-J | ja | cartridge,ccb102c35adefbc1
35372,Nintendo Super Famicom,SFC,Super Mario World,Super Mario World,primary_ascii,スーパーマリオワールド|Super Mario Bros. 4,NTSC-J,ja,cartridge,SFC | Super Mario World | NTSC-J | ja | cartridge,c1b265f87247b0bb
35373,Nintendo Super Famicom,SFC,Ganbare Goemon Yuki Hime Kyuushutsu Emaki,Ganbare Goemon Yuki Hime Kyuushutsu Emaki,primary_ascii,がんばれゴエモン ゆき姫救出絵巻|The Legend of the Mystical Ninja,NTSC-J,ja,cartridge,SFC | Ganbare Goemon Yuki Hime Kyuushutsu Emaki | NTSC-J | ja | cartridge,0d11f7496e46b8f1
35374,Nintendo Super Famicom,SFC,California Games II,California Games II,primary_ascii,カリフォルニアゲームズII|California Games 2,NTSC-J,ja,cartridge,SFC | California Games II | NTSC-J | ja | cartridge,ce6f6cc4362a2ecd
35375,Nintendo Super Famicom,SFC,The Adventures of the Rocketeer,The Adventures of the Rocketeer,primary_ascii,ロケッティア|The Rocketeer,NTSC-J,ja,cartridge,SFC | The Adventures of the Rocketeer | NTSC-J | ja | cartridge,e849914f4ebf9cc5
35376,Nintendo Super Famicom,SFC,Super Kick Off,Super Kick Off,primary_ascii,スーパーキックオフ,NTSC-J,ja,cartridge,SFC | Super Kick Off | NTSC-J | ja | cartridge,cf0cda77c39bba21
35377,Nintendo Super Famicom,SFC,Sandra no Daibouken Valkyrie Tono Deai,Sandra no Daibouken Valkyrie Tono Deai,primary_ascii,サンドラの大冒険 ワルキューレとの出逢い|Whirlo,NTSC-J,ja,cartridge,SFC | Sandra no Daibouken Valkyrie Tono Deai | NTSC-J | ja | cartridge,e359a4f32a135495
35378,Nintendo Super Famicom,SFC,Ultra Baseball Jitsumei Han,Ultra Baseball Jitsumei Han,primary_ascii,ウルトラベースボール 実名版,NTSC-J,ja,cartridge,SFC | Ultra Baseball Jitsumei Han | NTSC-J | ja | cartridge,e346ee59da407c31
35379,Nintendo Super Famicom,SFC,Syvalion,Syvalion,primary_ascii,サイバリオン,NTSC-J,ja,cartridge,SFC | Syvalion | NTSC-J | ja | cartridge,62e1171d57a7d9f3
35380,Nintendo Super Famicom,SFC,Dead Dance,Dead Dance,primary_ascii,デッド・ダンス,NTSC-J,ja,cartridge,SFC | Dead Dance | NTSC-J | ja | cartridge,8cb788a0ea64ac89
35381,Nintendo Super Famicom,SFC,Choukou Goukami Xardion,Choukou Goukami Xardion,primary_ascii,超攻合神 サーディオン|Xardion,NTSC-J,ja,cartridge,SFC | Choukou Goukami Xardion | NTSC-J | ja | cartridge,0338cd35e9894061
35382,Nintendo Super Famicom,SFC,World Class Rugby,World Class Rugby,primary_ascii,ワールドクラス ラグビー,NTSC-J,ja,cartridge,SFC | World Class Rugby | NTSC-J | ja | cartridge,fc50d6730bec0a8a
35383,Nintendo Super Famicom,SFC,Ginga Eiyuu Densetsu Senjutsu Simulation,Ginga Eiyuu Densetsu Senjutsu Simulation,primary_ascii,銀河英雄伝説,NTSC-J,ja,cartridge,SFC | Ginga Eiyuu Densetsu Senjutsu Simulation | NTSC-J | ja | cartridge,5083725aecf82d2e
35384,Nintendo Super Famicom,SFC,Super Mahjong Taikai,Super Mahjong Taikai,primary_ascii,スーパー麻雀大会,NTSC-J,ja,cartridge,SFC | Super Mahjong Taikai | NTSC-J | ja | cartridge,2e662d76d8c4d828
35385,Nintendo Super Famicom,SFC,New 3D Golf Simulation Pebble Beach no Hatou,New 3D Golf Simulation Pebble Beach no Hatou,primary_ascii,New 3D Golf Simulation ペブルビーチの波濤,NTSC-J,ja,cartridge,SFC | New 3D Golf Simulation Pebble Beach no Hatou | NTSC-J | ja | cartridge,36b746eb576b2deb
35386,Nintendo Super Famicom,SFC,Sutte Hakkun,Sutte Hakkun,primary_ascii,すってはっくん,NTSC-J,ja,cartridge,SFC | Sutte Hakkun | NTSC-J | ja | cartridge,946477ca46896141
35387,Nintendo Super Famicom,SFC,Heracles no Eikou III Kamigami no Chinmoku,Heracles no Eikou III Kamigami no Chinmoku,primary_ascii,ヘラクレスの栄光III 神々の沈黙,NTSC-J,ja,cartridge,SFC | Heracles no Eikou III Kamigami no Chinmoku | NTSC-J | ja | cartridge,5ee687e0b34983d2
35388,Nintendo Super Famicom,SFC,Dragon Quest V Tenkuu no Hanayome,Dragon Quest V Tenkuu no Hanayome,primary_ascii,ヘラクレスの栄光III 神々の沈黙|Dragon Quest 5,NTSC-J,ja,cartridge,SFC | Dragon Quest V Tenkuu no Hanayome | NTSC-J | ja | cartridge,fb4b98a175b86d39
35389,Nintendo Super Famicom,SFC,Super Birdie Rush,Super Birdie Rush,primary_ascii,スーパーバーディラッシュ,NTSC-J,ja,cartridge,SFC | Super Birdie Rush | NTSC-J | ja | cartridge,d733f6d182cc8c5c
35390,Nintendo Super Famicom,SFC,Super Nobunaga no Yabou Bushou Fuuunroku,Super Nobunaga no Yabou Bushou Fuuunroku,primary_ascii,スーパー信長の野望 武将風雲録|Nobunaga's Ambition Lord of Darkness.,NTSC-J,ja,cartridge,SFC | Super Nobunaga no Yabou Bushou Fuuunroku | NTSC-J | ja | cartridge,9775a5b31f1fff5b
35391,Nintendo Super Famicom,SFC,Michael Andretti's Indy Car Challenge,Michael Andretti's Indy Car Challenge,primary_ascii,マイケル・アンドレッティー インディカーチャレンジ,NTSC-J,ja,cartridge,SFC | Michael Andretti's Indy Car Challenge | NTSC-J | ja | cartridge,a51bf3182d7e51ac
35392,Nintendo Super Famicom,SFC,Pitfall Maya no Daibouken,Pitfall Maya no Daibouken,primary_ascii,ピットフォール マヤの大冒険|Pitfall The Mayan Adventure.,NTSC-J,ja,cartridge,SFC | Pitfall Maya no Daibouken | NTSC-J | ja | cartridge,5f4dfad8e7d63411
35393,Nintendo Super Famicom,SFC,Drakkhen,Drakkhen,primary_ascii,ドラッケン,NTSC-J,ja,cartridge,SFC | Drakkhen | NTSC-J | ja | cartridge,67becf14f5222042
35394,Nintendo Super Famicom,SFC,Return of Double Dragon,Return of Double Dragon,primary_ascii,リターン・オブ・双截龍|リターン・オブ・ダブルドラゴン|Super Double Dragon,NTSC-J,ja,cartridge,SFC | Return of Double Dragon | NTSC-J | ja | cartridge,faa5aec67226e276
35395,Nintendo Super Famicom,SFC,Shinseiki GPX Cyber Formula,Shinseiki GPX Cyber Formula,primary_ascii,新世紀GPXサイバーフォーミュラ,NTSC-J,ja,cartridge,SFC | Shinseiki GPX Cyber Formula | NTSC-J | ja | cartridge,5c4885459e4601ca
35396,Nintendo Super Famicom,SFC,Lord Monarch,Lord Monarch,primary_ascii,ロードモナーク,NTSC-J,ja,cartridge,SFC | Lord Monarch | NTSC-J | ja | cartridge,1b7670268db9b9a8
35397,Nintendo Super Famicom,SFC,Gousou Jinrai Densetsu Musya,Gousou Jinrai Densetsu Musya,primary_ascii,豪槍神雷伝説 武者,NTSC-J,ja,cartridge,SFC | Gousou Jinrai Densetsu Musya | NTSC-J | ja | cartridge,40b0756fae3b888a
35398,Nintendo Super Famicom,SFC,SD Kidou Senshi Gundam V Sakusen Shidou,SD Kidou Senshi Gundam V Sakusen Shidou,primary_ascii,SD機動戦士ガンダム V作戦始動,NTSC-J,ja,cartridge,SFC | SD Kidou Senshi Gundam V Sakusen Shidou | NTSC-J | ja | cartridge,3305b1e3c8be9c42
35399,Nintendo Super Famicom,SFC,Pro Soccer,Pro Soccer,primary_ascii,プロサッカー,NTSC-J,ja,cartridge,SFC | Pro Soccer | NTSC-J | ja | cartridge,12f3369f66794cc2
35400,Nintendo Super Famicom,SFC,Super Double Yakuman,Super Double Yakuman,primary_ascii,スーパーダブル役満|Super Double Yakuma,NTSC-J,ja,cartridge,SFC | Super Double Yakuman | NTSC-J | ja | cartridge,c11b9c1c177b8fa5
35401,Nintendo Super Famicom,SFC,Wizardry V Heart of the Maelstrom,Wizardry V Heart of the Maelstrom,primary_ascii,ウィザードリィ・V 災禍の中心|ウィザードリィ・V メイルストロームの中心,NTSC-J,ja,cartridge,SFC | Wizardry V Heart of the Maelstrom | NTSC-J | ja | cartridge,551038a7fcc2bac7
35402,Nintendo Super Famicom,SFC,Turf Hero,Turf Hero,primary_ascii,ターフヒーロー,NTSC-J,ja,cartridge,SFC | Turf Hero | NTSC-J | ja | cartridge,149ae45a12276bb8
35403,Nintendo Super Famicom,SFC,Chinhai,Chinhai,primary_ascii,陳牌,NTSC-J,ja,cartridge,SFC | Chinhai | NTSC-J | ja | cartridge,4cda97b1bbc11dfc
35404,Nintendo Super Famicom,SFC,Shijou Saikyou no Quiz Ou Kettei Sen Super,Shijou Saikyou no Quiz Ou Kettei Sen Super,primary_ascii,史上最強のクイズ王決定戦スーパー,NTSC-J,ja,cartridge,SFC | Shijou Saikyou no Quiz Ou Kettei Sen Super | NTSC-J | ja | cartridge,2c900fb10aedc5bd
35405,Nintendo Super Famicom,SFC,Lagoon,Lagoon,primary_ascii,ラグーン,NTSC-J,ja,cartridge,SFC | Lagoon | NTSC-J | ja | cartridge,57e106fc043503c6
35406,Nintendo Super Famicom,SFC,Aguri Suzuki no F-1 Super Driving,Aguri Suzuki no F-1 Super Driving,primary_ascii,鈴木亜久里のF-1スーパードライビング,NTSC-J,ja,cartridge,SFC | Aguri Suzuki no F-1 Super Driving | NTSC-J | ja | cartridge,a7eba166c87f6bb6
35407,Nintendo Super Famicom,SFC,Hiryuu no Ken S Golden Fighter,Hiryuu no Ken S Golden Fighter,primary_ascii,飛龍の拳Sゴールデンファイター|Ultimate Fighter,NTSC-J,ja,cartridge,SFC | Hiryuu no Ken S Golden Fighter | NTSC-J | ja | cartridge,eece3e82bf349671
35408,Nintendo Super Famicom,SFC,Super Power League 3,Super Power League 3,primary_ascii,スーパーパワーリーグ3,NTSC-J,ja,cartridge,SFC | Super Power League 3 | NTSC-J | ja | cartridge,621bed38f66e6273
35409,Nintendo Super Famicom,SFC,Nobunaga no Yabou Haouden,Nobunaga no Yabou Haouden,primary_ascii,信長の野望 覇王伝,NTSC-J,ja,cartridge,SFC | Nobunaga no Yabou Haouden | NTSC-J | ja | cartridge,59e7d96a0843983d
35410,Nintendo Super Famicom,SFC,Action Pachio,Action Pachio,primary_ascii,アクションパチ夫,NTSC-J,ja,cartridge,SFC | Action Pachio | NTSC-J | ja | cartridge,911cea1e72c3d53f
35411,Nintendo Super Famicom,SFC,Hansei Zaru Jirou-kun no Daibouken,Hansei Zaru Jirou-kun no Daibouken,primary_ascii,反省ザル ジローくんの大冒険|Spanky's Quest,NTSC-J,ja,cartridge,SFC | Hansei Zaru Jirou-kun no Daibouken | NTSC-J | ja | cartridge,8b3ab9d6d7ab57c7
35412,Nintendo Super Famicom,SFC,The Addams Family,The Addams Family,primary_ascii,アダムス・ファミリー,NTSC-J,ja,cartridge,SFC | The Addams Family | NTSC-J | ja | cartridge,0dfec24e4517daf6
35413,Nintendo Super Famicom,SFC,SD Gundam Gaiden Knight Gundam Monogatari Ooinaru Isan,SD Gundam Gaiden Knight Gundam Monogatari Ooinaru Isan,primary_ascii,SDガンダム外伝 ナイトガンダム物語 大いなる遺産,NTSC-J,ja,cartridge,SFC | SD Gundam Gaiden Knight Gundam Monogatari Ooinaru Isan | NTSC-J | ja | cartridge,9288b626f5b36aa0
35414,Nintendo Super Famicom,SFC,Soukou Kihei Votoms The Battling Road,Soukou Kihei Votoms The Battling Road,primary_ascii,装甲騎兵ボトムズ ザ・バトリングロード,NTSC-J,ja,cartridge,SFC | Soukou Kihei Votoms The Battling Road | NTSC-J | ja | cartridge,80a57c73da88c622
35415,Nintendo Super Famicom,SFC,CB Chara Wars Ushinawareta Gag,CB Chara Wars Ushinawareta Gag,primary_ascii,CBキャラウォーズ 失われたギャ〜グ,NTSC-J,ja,cartridge,SFC | CB Chara Wars Ushinawareta Gag | NTSC-J | ja | cartridge,6143ebbb388510d4
35416,Nintendo Super Famicom,SFC,Super Fire Pro Wrestling 2,Super Fire Pro Wrestling 2,primary_ascii,スーパーファイヤープロレスリング2,NTSC-J,ja,cartridge,SFC | Super Fire Pro Wrestling 2 | NTSC-J | ja | cartridge,99aef98b1bf512c4
35417,Nintendo Super Famicom,SFC,Shin Megami Tensei,Shin Megami Tensei,primary_ascii,真・女神転生,NTSC-J,ja,cartridge,SFC | Shin Megami Tensei | NTSC-J | ja | cartridge,4180fe63aa65839a
35418,Nintendo Super Famicom,SFC,Jumbo Ozaki no Hole In One,Jumbo Ozaki no Hole In One,primary_ascii,ジャンボ尾崎のホールインワン,NTSC-J,ja,cartridge,SFC | Jumbo Ozaki no Hole In One | NTSC-J | ja | cartridge,1a46da04008ded12
35419,Nintendo Super Famicom,SFC,Kinnikuman Dirty Challenger,Kinnikuman Dirty Challenger,primary_ascii,キン肉マン ダーティー・チャレンジャー,NTSC-J,ja,cartridge,SFC | Kinnikuman Dirty Challenger | NTSC-J | ja | cartridge,8175dcbf420414d7
35420,Nintendo Super Famicom,SFC,Dragon's Earth,Dragon's Earth,primary_ascii,ドラゴンズ・アース,NTSC-J,ja,cartridge,SFC | Dragon's Earth | NTSC-J | ja | cartridge,7940db6d14c6e134
35421,Nintendo Super Famicom,SFC,The Great Battle II Last Fighter Twin,The Great Battle II Last Fighter Twin,primary_ascii,ザ・グレイトバトルII ラストファイター ツイン,NTSC-J,ja,cartridge,SFC | The Great Battle II Last Fighter Twin | NTSC-J | ja | cartridge,fe3e09af1e1c24f4
