object_number,title,title.type,object_name,object_name.type,object_category,broadcast_standard,title.language,place_of_publication
35451,Pilotwings;パイロットウイングス,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35452,Outer World;アウター・ワールド;Another World; Out of This World,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
35453,Honke Sankyo Fever Jikki Simulation 2;本家Sankyo Fever 2 実機シミュレーション,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35456,Gambler Jiko Chuushinha 2 Dorapon Quest;ぎゅわんぶらあ自己中心派2 ドラポンクエスト,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35458,Sonic Wings;ソニックウイングス,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35462,Gouketsuji Ichizoku;豪血寺一族;Power Instinct,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35463,Rushing Beat Shura;ラッシング・ビート 修羅;The Peace Keepers,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35465,Super Earth Defense Force;SUPER E.D.F.,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35467,Kirby no Kirakira Kids;カービィのきらきらきっず,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35469,Koushien 2;甲子園2,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35470,Chibi Maruko-chan Harikiri 365 Nichi no Maki;ちびまる子ちゃん「はりきり365日」の巻,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35471,Acrobat Mission;アクロバットミッション,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35473,Final Fight Tough;ファイナルファイト タフ;Final Fight 3,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35477,Undercover Cops;ファイナルファイト タフ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35478,Bishoujo Senshi Sailor Moon;美少女戦士セーラームーン;Sailor Moon,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35479,Kenyuu Densetsu Yaiba;ヤイバ 剣勇伝説 Yaiba,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35480,Pop'n TwinBee;ポップン ツインビー,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35482,Battletoads In Battlemaniacs;バトルトード イン バトルマニアック,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35483,Honoo no Doukyuuji Dodge Danpei;炎の闘球児 ドッジ弾平,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35485,Hokuto no Ken 5 Tenma Ryuuseiden Ai Zetsu Shou;北斗の拳5 天魔流星伝 哀・絶章;Fist Of The North Star 5,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35486,Super Shanghai Dragon's Eye;スーパー上海ドラゴンズアイ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35488,Spindizzy Worlds;スピンディジーワールド,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35489,Naruhodo! The World;なるほど！ザ・ワールド,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35490,WWF Super WrestleMania;WWFスーパーレッスルマニア,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35491,Battle Grand Prix;バトルグランプリ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35492,Song Master;ソングマスター,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35495,Rokudenashi Blues Taiketsu! Tokyo Shitennou;ろくでなし ブルース 対決！東京四天王,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35496,Street Fighter Zero 2;ストリートファイターZero 2;Street Fighter Alpha 2,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35497,The Blues Brothers;ブルースブラザーズ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35499,Sword Maniac;ソード・マニアック;X-Kaliber 2097,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35500,Shougi Sanmai;将棋三昧,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35501,Bio Metal;バイオメタル;Biometal,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35502,Gegege no Kitarou Fukkatsu! Tenma Daiou;ゲゲゲの鬼太郎 復活！天魔大王,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35503,Wild Guns;ワイルドガンズ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35504,Magical Pop'n;マジカルポップン,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35505,Mighty Morphin Power Rangers;マイティーモーフィン パワーレンジャー,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35506,Rockman X;ロックマンエックス;Mega Man X,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35507,Darius Twin;ダライアスツイン,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35508,Kidou Soukou Dion;機動装甲ダイオン;Imperium,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35509,Rockman X2;ロックマンエックス2;Mega Man X2,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35510,The Amazing Spider-Man Lethal Foes;スパイダーマン リーサルフォーズ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35513,Super Back To The Future 2;スーパー・バック・トゥ・ザ・フューチャーII,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35514,Batman Forever;バットマン フォーエヴァー,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35515,Circuit USA;サーキットUSA;Kyle Petty's No Fear Racing,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35516,46 Okunen Monogatari Harukanaru Eden he;46億年物語 —はるかなるエデンへ—; E.V.O. Search for Eden,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35517,Jikkyou World Soccer 2 Fighting Eleven;実況ワールドサッカー2 ファイティング イレブン;International Superstar Soccer Deluxe,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35519,Gourmet Sentai Bara Yarou;美食戦隊 薔薇野郎;ぐるめせんたい ばらやろう;Gourmet Warriors,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
35522,Teenage Mutant Ninja Turtles Mutant Warriors;T.M.N.T. ミュータントウォーリアーズ;ティーンエージ ミュータント ニンジャ タートルズ トーナメント ファイターズ;Teenage Mutant Ninja Turtles Tournament Fighters;Teenage Mutant Hero Turtles Tournament Fighters,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
35523,Otoboke Ninja Colosseum;おとぼけ忍者コロシアム,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35524,Ardy Lightfoot;アルディライトフット,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35525,Demon's Blazon Makaimura Monshou Hen;デモンズ・ブレイゾン 魔界村 紋章編;Demon's Crest,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35526,Deae Tonosama Appare Ichiban;であえ殿さま あっぱれ一番,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35527,Yoshi no Road Hunting;ヨッシーのロードハンティング;Yoshi's Safari,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35528,G.O.D Mezameyo to Yobu Koe ga Kikoe;G・O・D 目覚めよと呼ぶ声が聴こえ;ジー・オー・ディー,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35529,Prince of Persia;プリンス オブ ペルシャ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35530,The Simpsons Bart no Fushigi na Yume no Daibouken;ザ・シンプソンズ バートの不思議な夢の大冒険;The Simpsons Bart's Nightmare,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
35531,Knights of the Round;ナイツ オブ ザ ラウンド,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35532,Ginga Sengoku Gunyuuden Rai;銀河戦国群雄伝ライ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35533,Home Alone;ホーム・アローン,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
35542,Rockman & Forte;ロックマン＆フォルテ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
